 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Delivery Status,
"721","06 09","QMS 06/09/03/08567","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Heating Units, Hot-Pack","Whitehall ","T-12-M","Heating Units, Hot-Pack","SWK015","Klinik Kesihatan Bintulu","Klinik Kesihatan Bintulu  Lebuh Raya Abang Galau Bintulu 97000  Bintulu","KK","Batch 3","East Malaysia","TPO0609","2017-02-01","SWNHEH001","NBE","SARAWAK","BINTULU","2017-05-22 10:00AM","2017-05-22 10:00AM","17053453","Products Installed",
"722","06 09","QMS 06/09/03/08583","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Heating Units, Hot-Pack","Whitehall ","T-12-M","Heating Units, Hot-Pack","SLR022","Klinik Kesihatan Pelabuhan Klang","Pt 6 62  Jalan Limbongan Pelabuahn Klang  42000 Klang  Selangor ","KK","Batch 3","CENTRAL","TPO0609","2017-02-01","SLNHEH009","NBE","SELANGOR","KLANG","2017-05-22 10:00AM","2017-05-22 10:00AM","17053469","Products Installed",
"723","06 09","QMS 06/09/03/08588","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Heating Units, Hot-Pack","Whitehall ","T-12-M","Heating Units, Hot-Pack","SLR032","Klinik Kesihatan Teluk Datok","Jln Pegawai  42700 Banting  Selangor ","KK","Batch 3","CENTRAL","TPO0609","2017-02-01","SLNHEH013","NBE","SELANGOR","KUALA LANGAT","2017-05-22 10:00AM","2017-05-22 10:00AM","17053458","Products Installed",
"724","06 09","QMS 06/09/03/08589","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Heating Units, Hot-Pack","Whitehall ","T-12-M","Heating Units, Hot-Pack","SLR032","Klinik Kesihatan Teluk Datok","Jln Pegawai  42700 Banting  Selangor ","KK","Batch 3","CENTRAL","TPO0609","2017-02-01","SLNHEH014","NBE","SELANGOR","KUALA LANGAT","2017-05-22 2:30PM","2017-05-22 2:30PM","17053462","Products Installed",
"725","01 01","QMS 01/01/03/08897","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CAMI Srl","Hospivac 350FS","Aspirators","PRK044","Klinik Kesihatan Sungai Siput","Jalan Ipoh  31100  Kuala Kangsar","KK","Batch 3","NORTHERN","PO106715","2016-09-01","PRPASP069","PBE","PERAK","KUALA KANGSAR","2017-05-22 11:00AM","2017-05-22 11:00AM","16812","Products Installed",
"726","01 01","QMS 01/01/03/08898","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CAMI Srl","Hospivac 350FS","Aspirators","PRK045","Klinik Kesihatan Manong","Jalan Sekolah  33800  Kuala Kangsar","KK","Batch 3","NORTHERN","PO106715","2016-09-01","PRPASP070","PBE","PERAK","KUALA KANGSAR","2017-05-22 3:00PM","2017-05-22 3:00PM","16845","Products Installed",
"727","01 01","QMS 01/01/03/08899","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CAMI Srl","Hospivac 350FS","Aspirators","PRK049","Klinik Kesihatan Lintang","Jalan Besar  31100  Kuala Kangsar","KK","Batch 3","NORTHERN","PO106715","2016-09-01","PRPASP071","PBE","PERAK","KUALA KANGSAR","2017-05-22 9:00AM","2017-05-22 9:00AM","16807","Products Installed",
"728","05 04","QMS 05/04/03/011445","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rotators","Gemmy Industrial Corp","VM-370","Rotators","NSB008","Klinik Kesihatan Palong 9,10,11","Felda Palong 9  73430 Gemas","KK","Batch 3","SOUTHERN","PO106892","2016-09-01","NSNROT010","NBE","NEGERI SEMBILAN","JEMPOL","2017-05-22 2:00PM","2017-05-22 2:00PM","1703970","Products Installed",
"729","05 04","QMS 05/04/03/011446","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rotators","Gemmy Industrial Corp","VM-370","Rotators","NSB011","Klinik Kesihatan Bahau","Kampung Jambu Lapan  72100 Bahau","KK","Batch 3","SOUTHERN","PO106892","2016-09-01","NSNROT011","NBE","NEGERI SEMBILAN","JEMPOL","2017-05-22 9:00AM","2017-05-22 9:00AM","1703972","Products Installed",
"730","05 04","QMS 05/04/03/011454","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rotators","Gemmy Industrial Corp","VM-370","Rotators","NSB039","Klinik Kesihatan Gemas","Jalan Tok Sulong   73400 Gemas","KK","Batch 3","SOUTHERN","PO106892","2016-09-01","NSNROT007","NBE","NEGERI SEMBILAN","TAMPIN","2017-05-22 11:00AM","2017-05-22 11:00AM","1703966","Products Installed",
"731","01 05","QMS 01/05/03/011655","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","HemoPoint H2","Analyzers, Laboratory, Blood, Hemoglobin","NSB039","Klinik Kesihatan Gemas","Jalan Tok Sulong   73400 Gemas","KK","Batch 3","SOUTHERN","TPO0105","2017-02-01","NSPANB003","PBE","NEGERI SEMBILAN","TAMPIN","2017-05-22 11:00AM","2017-05-22 11:00AM","3008-15-1857","Products Installed",
"732","01 05","QMS 01/05/03/011656","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","HemoPoint H2","Analyzers, Laboratory, Blood, Hemoglobin","NSB039","Klinik Kesihatan Gemas","Jalan Tok Sulong   73400 Gemas","KK","Batch 3","SOUTHERN","TPO0105","2017-02-01","NSPANB004","PBE","NEGERI SEMBILAN","TAMPIN","2017-05-22 11:00AM","2017-05-22 11:00AM","3008-15-1765","Products Installed",
"733","02 07","QMS 02/07/03/011942","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","PNG002","Klinik Kesihatan Bayan Baru","Jalan Tengah 11950 Bayan Baru","KK","Batch 3","NORTHERN","TPO0207","2017-02-01","PNNLIE003","NBE","PULAU PINANG","BARAT DAYA","2017-05-22 2:00PM","2017-05-22 2:00PM","17010311","Products Installed",
"734","02 07","QMS 02/07/03/011943","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","PNG002","Klinik Kesihatan Bayan Baru","Jalan Tengah 11950 Bayan Baru","KK","Batch 3","NORTHERN","TPO0207","2017-02-01","PNNLIE004","NBE","PULAU PINANG","BARAT DAYA","2017-05-22 2:00PM","2017-05-22 2:00PM","17010363","Products Installed",
"735","02 07","QMS 02/07/03/011944","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","PNG003","Klinik Kesihatan Bayan Lepas","Jalan Dato Ismail Hashim 11900 Bayan Lepas","KK","Batch 3","NORTHERN","TPO0207","2017-02-01","PNNLIE008","NBE","PULAU PINANG","BARAT DAYA","2017-05-22 3:30PM","2017-05-22 3:30PM","17010326","Products Installed",
"736","02 07","QMS 02/07/03/011945","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","PNG003","Klinik Kesihatan Bayan Lepas","Jalan Dato Ismail Hashim 11900 Bayan Lepas","KK","Batch 3","NORTHERN","TPO0207","2017-02-01","PNNLIE009","NBE","PULAU PINANG","BARAT DAYA","2017-05-22 3:30PM","2017-05-22 3:30PM","17010327","Products Installed",
"737","01 03","QMS 01/03/03/012503","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","Model -BT200L Bistos","Fetal Heart Detectors, Ultrasonic","SBH048","Klinik Kesihatan Silabukan","D A PKK Lahad Datu Peti Surat 61167  91120 Lahad Datu  Sabah","KK","Batch 3","East Malaysia","PO106545","2016-09-01","SBPFED069","PBE","SABAH","LAHAD DATU","2017-05-22 9:30AM","2017-05-22 9:30AM","BBH31063","Products Installed",
"738","01 03","QMS 01/03/03/012504","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","Model -BT200L Bistos","Fetal Heart Detectors, Ultrasonic","SBH049","Klinik Kesihatan Tungku","D A PKK Lahad Datu Peti Surat 61167  91120 Lahad Datu  Sabah","KK","Batch 3","East Malaysia","PO106545","2016-09-01","SBPFED070","PBE","SABAH","LAHAD DATU","2017-05-22 11:00AM","2017-05-22 11:00AM","BBH31079","Products Installed",
"739","01 03","QMS 01/03/03/012505","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","Model -BT200L Bistos","Fetal Heart Detectors, Ultrasonic","SBH186","Klinik Desa  Hamparan Badai, Lahad Datu ( Di Bina Oleh F Elda) D/A Pkk","D A PKK Lahad Datu  Peti Surat 61167  91120  Lahad Datu  Sabah","KK","Batch 3","East Malaysia","PO106545","2016-09-01","SBPFED103","PBE","SABAH","LAHAD DATU","2017-05-22 2:00PM","2017-05-22 2:00PM","BBH31081","Products Installed",
"740","01 03","QMS 01/03/03/012506","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","Model -BT200L Bistos","Fetal Heart Detectors, Ultrasonic","SBH193","Klinik Desa  Ulu Kimanis, Papar","Peti Surat 109  89608 Papar Sabah","KK","Batch 3","East Malaysia","PO106545","2016-09-01","SBPFED104","PBE","SABAH","PAPAR","2017-05-22 3:00PM","2017-05-22 3:00PM","bbh31077","Products Installed",
"741","01 03","QMS 01/03/03/012680","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","Model -BT200L Bistos","Fetal Heart Detectors, Ultrasonic","SLR044","Klinik Kesihatan Kelana Jaya","Lot 38294  Jalan Ss 6 3A  47301 Petaling Jaya  Selangor","KK","Batch 3","CENTRAL","PO106545","2016-09-01","SLPFED119","PBE","SELANGOR","PETALING","2017-05-22 3:00PM","2017-05-22 3:00PM","BBH31162","Products Installed",
"742","01 03","QMS 01/03/03/012681","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","Model -BT200L Bistos","Fetal Heart Detectors, Ultrasonic","SLR044","Klinik Kesihatan Kelana Jaya","Lot 38294  Jalan Ss 6 3A  47301 Petaling Jaya  Selangor","KK","Batch 3","CENTRAL","PO106545","2016-09-01","SLPFED120","PBE","SELANGOR","PETALING","2017-05-22 3:00PM","2017-05-22 3:00PM","BBH31161","Products Installed",
"743","01 03","QMS 01/03/03/012684","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","Model -BT200L Bistos","Fetal Heart Detectors, Ultrasonic","SLR046","Klinik Kesihatan Shah Alam","No  2  Persiaran Kayangan  Seksyen 7  40000 Shah Alam  Selangor ","KK","Batch 3","CENTRAL","PO106545","2016-09-01","SLPFED128","PBE","SELANGOR","PETALING","2017-05-22 2:00PM","2017-05-22 2:00PM","BBH31164","Products Installed",
"744","01 03","QMS 01/03/03/012685","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","Model -BT200L Bistos","Fetal Heart Detectors, Ultrasonic","SLR046","Klinik Kesihatan Shah Alam","No  2  Persiaran Kayangan  Seksyen 7  40000 Shah Alam  Selangor ","KK","Batch 3","CENTRAL","PO106545","2016-09-01","SLPFED129","PBE","SELANGOR","PETALING","2017-05-22 2:00PM","2017-05-22 2:00PM","BBH31163","Products Installed",
"745","02 04","QMS 02/04/03/012715","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International,USA","MDF 808B","Sphygmomanometers, Aneroid","JHR028","Klinik Kesihatan Jalan Mahmoodiah","Jalan Mahmoodiah  80100 Johor Bahru","KK","Batch 3","SOUTHERN","PO106368","2016-09-01","JHPSPN043","PBE","JOHOR","JOHOR BAHRU","2017-05-22 2:00PM","2017-05-22 2:00PM","3093935","Products Installed",
"746","01 04","QMS 01/04/03/012955","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Analyzers, Laboratory, Body Fluids, Glucose","Major Bio","AP Plus","Analyzers, Laboratory, Body Fluids, Glucose","PRK053","Klinik Kesihatan Changkat Jering","Jln  K  Kangsar  34850  Larut Matang Selama","KK","Batch 3","NORTHERN","PO106716","2016-09-01","PRPANG022","PBE","PERAK","LARUT MATANG SELAMA","2017-05-22 2:00PM","2017-05-22 2:00PM","A2070K-16D4-0769","Products Installed",
"747","01 04","QMS 01/04/03/013005","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Analyzers, Laboratory, Body Fluids, Glucose","Major Bio","AP Plus","Analyzers, Laboratory, Body Fluids, Glucose","SLR016","Klinik Kesihatan Soeharto","Kuala Kubu Bahru 44010 Hulu Selangor  Selangor","KK","Batch 3","CENTRAL","PO106716","2016-09-01","SLPANG005","PBE","SELANGOR","HULU SELANGOR","2017-05-22 9:00AM","2017-05-22 9:00AM","A2070K-16D4-0733","Products Installed",
"748","01 04","QMS 01/04/03/013007","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Analyzers, Laboratory, Body Fluids, Glucose","Major Bio","AP Plus","Analyzers, Laboratory, Body Fluids, Glucose","SLR018","Klinik Kesihatan Kalumpang","JKR 536 44100 Kalumpang Hulu Selangor ","KK","Batch 3","CENTRAL","PO106716","2016-09-01","SLPANG009","PBE","SELANGOR","HULU SELANGOR","2017-05-22 11:30AM","2017-05-22 11:30AM","A2070K-16D4-0731","Products Installed",
"749","01 04","QMS 01/04/03/013008","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Analyzers, Laboratory, Body Fluids, Glucose","Major Bio","AP Plus","Analyzers, Laboratory, Body Fluids, Glucose","SLR019","Klinik Kesihatan Rasa","JKR 554  Pekan Raksa  44200 Hulu Selangor  Selangor","KK","Batch 3","CENTRAL","PO106716","2016-09-01","SLPANG011","PBE","SELANGOR","HULU SELANGOR","2017-05-22 2:00PM","2017-05-22 2:00PM","A2070K-16D4-0757","Products Installed",
"750","01 04","QMS 01/04/03/013009","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Analyzers, Laboratory, Body Fluids, Glucose","Major Bio","AP Plus","Analyzers, Laboratory, Body Fluids, Glucose","SLR020","Klinik Kesihatan Sungai Selisek","JKR 565  Klinik Kesihatan Selisek  44020 Sungai Selisek  HuluSelangor ","KK","Batch 3","CENTRAL","PO106716","2016-09-01","SLPANG013","PBE","SELANGOR","HULU SELANGOR","2017-05-22 10:30AM","2017-05-22 10:30AM","A2070K-16D4-0843","Products Installed",
"751","01 14","QMS 01/14/03/013694","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Scales, Patient, Platform, Electronic","Adam Equipment (Wuhan) Co Ltd","ADAM MDW-300L","Scales, Patient, Platform, Electronic","JHR066","Klinik Kesihatan Pagoh","Batu 15 Jalan Muar Ke Pt  Sulong  86100 Muar","KK","Batch 3","SOUTHERN","PO108314","2017-02-24","JHPSCE025","PBE","JOHOR","MUAR","2017-05-22 8:30AM","2017-05-22 8:30AM","AE994YE3624","Products Installed",
"752","09 18","QMS 09/18/03/013678","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","HP Maintenance System","TTBio Corporation","TT CARE100","HP Maintenance System","SBH379","Klinik Pergigian Di Klinik Kesihatan Kunak","Poliklinik Komuniti  Wdt 150 91209 Kunak Sabah","KK","Batch 3","East Malaysia","PO107326","2016-11-22","SBNHPM007","NBE","SABAH","TAWAU","2017-05-22 8:30AM","2017-05-22 8:30AM","DU015600036","Products Installed",
"753","09 18","QMS 09/18/03/013664","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","HP Maintenance System","TTBio Corporation","TT CARE100","HP Maintenance System","SBH379","Klinik Pergigian Di Klinik Kesihatan Kunak","Poliklinik Komuniti  Wdt 150 91209 Kunak Sabah","KK","Batch 3","East Malaysia","PO107326","2016-11-22","SBNHPM005","NBE","SABAH","TAWAU","2017-05-22 9:00AM","2017-05-22 9:00AM","DU015600033","Products Installed",
"754","09 17","QMS 09/17/03/013636","SUP028","SKYDENTAL MALAYSIA SDN BHD","hdxmalaysia@gmail.com","BUILDING INFORMATION CENTRE, UNIT NO. P107, JALAN 243/51A, 46100 PETALING JAYA, SELANGOR","Mr David Shin","Dispensers","Reddish Stone Srl","Syloplaster","Dispensers","SBH379","Klinik Pergigian Di Klinik Kesihatan Kunak","Poliklinik Komuniti  Wdt 150 91209 Kunak Sabah","KK","Batch 3","East Malaysia","TPO0917","2017-02-01","SBNDIS001","NBE","SABAH","TAWAU","2017-05-22 8:30AM","2017-05-22 8:30AM","1323","Products Installed",
"755","09 17","QMS 09/17/03/013637","SUP028","SKYDENTAL MALAYSIA SDN BHD","hdxmalaysia@gmail.com","BUILDING INFORMATION CENTRE, UNIT NO. P107, JALAN 243/51A, 46100 PETALING JAYA, SELANGOR","Mr David Shin","Dispensers","Reddish Stone Srl","Syloplaster","Dispensers","SBH379","Klinik Pergigian Di Klinik Kesihatan Kunak","Poliklinik Komuniti  Wdt 150 91209 Kunak Sabah","KK","Batch 3","East Malaysia","TPO0917","2017-02-01","SBNDIS002","NBE","SABAH","TAWAU","2017-05-22 8:30AM","2017-05-22 8:30AM","1324","Products Installed",
"756","06 09","QMS 06/09/03/08600","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Heating Units, Hot-Pack","Whitehall ","T-12-M","Heating Units, Hot-Pack","WKL002","Klinik Kesihatan Batu","98  Tingkat 1  Batu 4 1 2  Jalan Ipoh  51200  Kuala Lumpur","KK","Batch 3","CENTRAL","TPO0609","2017-02-01","WKNHEH001","NBE","W.P KUALA LUMPUR","KEPONG","2017-05-22 11:30AM","2017-05-22 11:30AM","17053495","Products Installed",
"757","06 09","QMS 06/09/03/08606","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Heating Units, Hot-Pack","Whitehall ","T-12-M","Heating Units, Hot-Pack","WPL006","Poliklinik Labuan","Poliklinik Labuan  Peti Surat 80832  87018 Labuan  Wp Labuan ","KK","Batch 3","East Malaysia","TPO0609","2017-02-01","WPNHEH001","NBE","W.P LABUAN","LABUAN","2017-05-22 10:30AM","2017-05-22 10:30AM","849324","Products Installed",
"758","02 06","QMS 02/06/03/013999","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Resuscitators, Pulmonary, Manual","Headstar Medical Products Company Limited","HS83111A-0U/HS83111C-0U/HS83111I-0U-Headstar","Resuscitators, Pulmonary, Manual","SWK196","Klinik Kesihatan Ibu dan Anak Kidurong","Jalan Tanjung Kidurong  97000  Bintulu","KK","Batch 3","East Malaysia","PO106674","2016-09-01","SWPREY144","PBE","SARAWAK","BINTULU","2017-05-22 10:00AM","2017-05-22 10:00AM","NA","Products Installed",
"759","01 05","QMS 01/05/03/011680","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","HemoPoint H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK203","Klinik Kesihatan Ibu dan Anak Rcbm","Jln Penrissen Lama  93250  Kuching","KK","Batch 3","East Malaysia","TPO0105","2017-02-01","SWPANB139","PBE","SARAWAK","KUCHING","2017-05-22 2:00PM","2017-05-22 2:00PM","3008-15-1768","Products Installed",
"760","01 03","QMS 01/03/03/012695","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","Model -BT200L Bistos","Fetal Heart Detectors, Ultrasonic","WKL005","Klinik Kesihatan Datok Keramat","Jalan Jelatek  54200  Kuala Lumpur","KK","Batch 3","CENTRAL","PO106545","2016-09-01","WKPFED011","PBE","W.P KUALA LUMPUR","TITIWANGSA","2017-05-22 9:00AM","2017-05-22 9:00AM","BBH31151","Products Installed",
"761","01 04","QMS 01/04/03/012917","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Analyzers, Laboratory, Body Fluids, Glucose","Major Bio","AP Plus","Analyzers, Laboratory, Body Fluids, Glucose","JHR079","Klinik Kesihatan Bandar Putra","Jalan Genuang  Bandar Putra 85000 Segamat","KK","Batch 3","SOUTHERN","PO106716","2016-09-01","JHPANG052","PBE","JOHOR","SEGAMAT","2017-05-21 9:30AM","2017-05-21 9:30AM","A2070K-1604-0744","Products Installed",
"762","05 08","QMS 05/08/03/07323","SUP020","Mindray Medical  Sdn Bhd","philip.zcliu@mindray.com","Lot 8-2A, Level 8, Wisma Mont Kiara, Jalan Kiara, Mont Kiara, Kuala Lumpur 50480, Malaysia","Philip Liu","Analyzers, Laboratory, Hematology, Cell Counting, Automated (M)","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","BC-30s","Analyzers, Laboratory, Hematology, Cell Counting, Automated (M)","SBH166","Klinik Kesihatan Narandang, Kudat","D A PKK Kudat  Peti Surat 6  89507 Kudat  89108 Kudat  Sabah","KK","Batch 3","East Malaysia","PO107412","2016-11-29","SBNANE050","NBE","SABAH","KUDAT","2017-05-19 11:00AM","2017-05-19 11:00AM","73001825","Products Installed",
"763","04 02","QMS 04/02/03/07407","SUP017","MAYMEDIC TECHNOLOGY SDN BHD  ","amir@maymedic.com.my","NO.19-1, 19-2, 19-3, JALAN 5/152, 
BATU 6, JALAN PUCHONG,
TAMAN PERINDUSTRIAN OUG,
58200 KUALA LUMPUR.","Mohamad Amir Mohamad Said","Sterilizing Units, Steam, Table Top","NEWMED SRL","Kronos B23 NEWMED","Sterilizing Units, Steam, Table Top","PNG033","Klinik Kesihatan Ibu dan Anak Tanjong Tokong","Rumah Pangsa Tanjung Tokong  10470 Timur Laut","KK","Batch 3","NORTHERN","PO106711","2016-09-01","PNNSTT038","NBE","PULAU PINANG","TIMUR LAUT","2017-05-19 10:00AM","2017-05-19 10:00AM","KB2QHG0010","Products Installed",
