 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Actual T&C Date,Delivery Status,
"165","01 13","QMS 01/13/07/028262","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","PRK060","Klinik Kesihatan Taiping","Jln  Tupai  34000  Larut Matang Selama","KK","Batch 7","NORTHERN","PO106726","2016-09-01","PRNSCI254","NBE","PERAK","LARUT MATANG SELAMA","2018-04-27 8:00AM","2018-04-27 8:00AM","8354222170368","24-05-2018","Products Installed",
"166","01 13","QMS 01/13/07/028263","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH036","Klinik Kesihatan Karakit","D A PKK Kudat  Bg Berkunci 6 89507 Kudat Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI039","NBE","SABAH","KUDAT","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170423","22-06-2018","Products Installed",
"167","01 13","QMS 01/13/07/028264","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH169","Klinik Desa  Bangau, Kudat","D A PKK Kudat  Peti Surat 6  89507 Kudat  89108 Kudat  Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI040","NBE","SABAH","KUDAT","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170454","16-05-2018","Products Installed",
"168","01 13","QMS 01/13/07/028265","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH039","Klinik Kesihatan Sikuati","D A PKK Kudat  Bg Berkunci 6 89507  Kudat  Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI042","NBE","SABAH","KUDAT","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170468","24-05-2018","Products Installed",
"169","01 13","QMS 01/13/07/028266","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH054","Klinik Kesihatan Sandakan","D A PKK Sandakan  Tingkat 6  Bangunan Persekutuan 90500Sandakan Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI051","NBE","SABAH","SANDAKAN","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170215","15-05-2018","Products Installed",
"170","01 13","QMS 01/13/07/028267","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH056","Klinik Kesihatan Sungai Manila","D A PKK Sandakan  Tingkat 6  Bangunan Persekutuan 90500Sandakan Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI052","NBE","SABAH","SANDAKAN","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170223","15-05-2018","Products Installed",
"171","01 13","QMS 01/13/07/028268","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH070","Klinik Kesihatan Paginatan","D A Pejabat Kesihatan Ranau   Peti Surat 32  89307Ranau Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI061","NBE","SABAH","RANAU","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170428","26-04-2018","Products Installed",
"172","01 13","QMS 01/13/07/028269","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH074","Klinik Kesihatan Kaingaran","D A Pejabat Kesihatan Ranau  Peti Surat 159  89307Ranau Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI062","NBE","SABAH","RANAU","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170741","28-05-2018","Products Installed",
"173","01 13","QMS 01/13/07/028270","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH098","Klinik Kesihatan Ibu dan Anak Ranau","D A Pejabat Kesihatan Kawasan Tuaran  W D T  10   PetiSurat 620  89307  Tuaran","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI072","NBE","SABAH","RANAU","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170475","26-04-2018","Products Installed",
"174","01 13","QMS 01/13/07/028271","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH159","Klinik Desa  Tanjong Batu, Kota Marudu","D A PKK Kudat  Peti Surat 6  89507 Kudat  89108 Kudat  Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI089","NBE","SABAH","KOTA MARUDU","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170446","14-05-2018","Products Installed",
"175","01 13","QMS 01/13/07/028272","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH162","Klinik Desa  Marak Parak, Kota Marudu","D A PKK Kudat  Peti Surat 6  89507 Kudat  89108 Kudat  Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI090","NBE","SABAH","KOTA MARUDU","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170447","14-05-2018","Products Installed",
"176","01 13","QMS 01/13/07/028273","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH171","Klinik Desa  Indarason, Kudat","D A PKK Kudat  Peti Surat 6  89507 Kudat  89108 Kudat  Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI091","NBE","SABAH","KUDAT","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170427","24-05-2018","Products Installed",
"177","01 13","QMS 01/13/07/028274","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH170","Klinik Desa  Lajong, Kudat","D A PKK Kudat  Peti Surat 6  89507 Kudat  89108 Kudat  Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI092","NBE","SABAH","KUDAT","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170443","16-05-2018","Products Installed",
"178","01 13","QMS 01/13/07/028275","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH173","Klinik Desa  Dualog, Kudat","D A PKK Kudat  Peti Surat 6  89507 Kudat  89108 Kudat  Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI093","NBE","SABAH","KUDAT","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170463","16-05-2018","Products Installed",
"179","01 13","QMS 01/13/07/028276","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH218","Klinik Desa  Rondugung, Ranau","D A PKK Tuaran W D T  10  Peti Surat 620  89200Tuaran Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI104","NBE","SABAH","RANAU","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170435","26-04-2018","Products Installed",
"180","01 13","QMS 01/13/07/028277","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH220","Klinik Desa  Kinarasan, Ranau","D A PKK Tuaran W D T  10  Peti Surat 620  89200Tuaran Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI105","NBE","SABAH","RANAU","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170179","26-04-2018","Products Installed",
"181","01 13","QMS 01/13/07/028278","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH224","Klinik Desa  Lohan, Ranau","D A PKK Tuaran W D T  10  Peti Surat 620  89200Tuaran Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI106","NBE","SABAH","RANAU","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170449","26-04-2018","Products Installed",
"182","01 13","QMS 01/13/07/028279","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH230","Klinik Desa  Karamunting, Sandakan","D A PKK Sandakan  Tingkat 6  Beg Berkunci 4  90500Sandakan Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI107","NBE","SABAH","SANDAKAN","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170451","16-05-2018","Products Installed",
"183","01 13","QMS 01/13/07/028280","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH231","Klinik Desa  Pulau Libaran, Sandakan","D A PKK Sandakan  Tingkat 6  Beg Berkunci 4  90500Sandakan Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI109","NBE","SABAH","SANDAKAN","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170038","07-06-2018","Products Installed",
"184","01 13","QMS 01/13/07/028281","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH232","Klinik Desa  Tanjung Aru, Sandakan","D A PKK Sandakan  Tingkat 6  Beg Berkunci 4  90500Sandakan Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI110","NBE","SABAH","SANDAKAN","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170317","07-06-2018","Products Installed",
"185","01 13","QMS 01/13/07/028282","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH558","Klinik 1 Malaysia Kudat Maju, Kudat","Lot No 3  Ground  Floor Kudat Maju Shopping Centre Jalan Paduka Mat Salleh  8905","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI138","NBE","SABAH","KUDAT","2018-04-30 09:00AM","2018-04-30 09:00AM","83542221700440","24-05-2018","Products Installed",
"186","01 13","QMS 01/13/07/028295","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR016","Klinik Kesihatan Kulai","Jalan Pejabat Kerajaan, Kulai, Kulaijaya, 81000 ","KK","Batch 7","Southern","PO106726","2016-09-01","JHNSCI002","NBE","JOHOR","KULAI JAYA","2018-04-18 8:00AM","2018-04-18 8:00AM","8354222170378","24-05-2018","Products Installed",
"187","01 13","QMS 01/13/07/028296","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR031","Klinik Kesihatan Kahang Timur","86007  Kluang","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI007","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170076","15-05-2018","Products Installed",
"188","01 13","QMS 01/13/07/028297","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR039","Klinik Kesihatan Bandar Penawar","N0 5 Jalan Pembangunan  81900 Kota Tinggi","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI009","NBE","JOHOR","KOTA TINGGI","2018-04-10 8:00AM","2018-04-10 8:00AM","8354222170415","15-05-2018","Products Installed",
"189","01 13","QMS 01/13/07/028298","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR044","Klinik Kesihatan Lok Heng","Felda Air Tawar 2 Kota Tinggi 81900","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI011","NBE","JOHOR","KOTA TINGGI","2018-04-10 8:00AM","2018-04-10 8:00AM","8354222170275","15-05-2018","Products Installed",
"190","01 13","QMS 01/13/07/028299","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR205","Klinik Kesihatan  Air Tawar 5 (Felda)","Felda Air Tawar 5 81900","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI028","NBE","JOHOR","KOTA TINGGI","2018-04-10 8:00AM","2018-04-10 8:00AM","8354222170314","16-05-2018","Products Installed",
"191","01 13","QMS 01/13/07/028300","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR017","Klinik Kesihatan Kulai Besar","Batu 19  Jalan Air Hitam  81000 Kulai Jaya  Johor","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI036","NBE","JOHOR","KULAI JAYA","2018-04-18 8:00AM","2018-04-18 8:00AM","8354222170405","24-05-2018","Products Installed",
"192","01 13","QMS 01/13/07/028301","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR032","Klinik Kesihatan Layang-Layang","81850  Layang Layang  Kluang","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI038","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","835422170072","16-05-2018","Products Installed",
"193","01 13","QMS 01/13/07/028302","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR180","Klinik Desa Macap","Kampung Macap  86200 Kluang","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI119","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170373","16-05-2018","Products Installed",
"194","01 13","QMS 01/13/07/028303","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR029","Klinik Kesihatan Jalan Mengkibol","Jalan Mengkibol Kluang 86000","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI221","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170246","17-05-2018","Products Installed",
"195","01 13","QMS 01/13/07/028304","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","PRK004","Klinik Kesihatan Tanjung Malim","Tanjung Malim Batang Padang 35950 Tanjung Malim Perak","KK","Batch 7","NORTHERN","PO106726","2016-09-01","PRNSCI174","NBE","PERAK","BATANG PADANG","2018-03-28 8:00AM","2018-03-28 8:00AM","8354325160818","05-06-2018","Products Installed",
"196","01 13","QMS 01/13/07/028305","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","PRK030","Klinik Kesihatan Greentown","Jln  Raja Musa Aziz  30450  Kinta","KK","Batch 7","NORTHERN","PO106726","2016-09-01","PRNSCI211","NBE","PERAK","KINTA","2018-03-29 8:00AM","2018-03-29 8:00AM","8354325160773","17-04-2018","Products Installed",
"197","01 13","QMS 01/13/07/028306","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","PRK060","Klinik Kesihatan Taiping","Jln  Tupai  34000  Larut Matang Selama","KK","Batch 7","NORTHERN","PO106726","2016-09-01","PRNSCI255","NBE","PERAK","LARUT MATANG SELAMA","2018-04-27 8:00AM","2018-04-27 8:00AM","8354222170078","24-05-2018","Products Installed",
"198","01 13","QMS 01/13/07/028307","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH037","Klinik Kesihatan Matunggong","D A PKK Kudat  Peti Surat 6 89507  Kudat Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI041","NBE","SABAH","KUDAT","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170455","24-05-2018","Products Installed",
"199","01 13","QMS 01/13/07/028308","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH039","Klinik Kesihatan Sikuati","D A PKK Kudat  Bg Berkunci 6 89507  Kudat  Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI043","NBE","SABAH","KUDAT","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170466","24-05-2018","Products Installed",
"200","01 13","QMS 01/13/07/028309","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","SBH230","Klinik Desa  Karamunting, Sandakan","D A PKK Sandakan  Tingkat 6  Beg Berkunci 4  90500Sandakan Sabah","KK","Batch 7","East Malaysia","PO106726","2016-09-01","SBNSCI108","NBE","SABAH","SANDAKAN","2018-04-30 09:00AM","2018-04-30 09:00AM","8354222170424","16-05-2018","Products Installed",
"201","01 13","QMS 01/13/07/028312","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR016","Klinik Kesihatan Kulai","Jalan Pejabat Kerajaan, Kulai, Kulaijaya, 81000 ","KK","Batch 7","Southern","PO106726","2016-09-01","JHNSCI003","NBE","JOHOR","KULAI JAYA","2018-04-18 8:00AM","2018-04-18 8:00AM","8354222170401","24-05-2018","Products Installed",
"202","01 13","QMS 01/13/07/028313","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR029","Klinik Kesihatan Jalan Mengkibol","Jalan Mengkibol Kluang 86000","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI222","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170059","17-05-2018","Products Installed",
"203","01 13","QMS 01/13/07/028314","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR029","Klinik Kesihatan Jalan Mengkibol","Jalan Mengkibol Kluang 86000","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI223","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170235","17-05-2018","Products Installed",
"204","01 13","QMS 01/13/07/028315","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR029","Klinik Kesihatan Jalan Mengkibol","Jalan Mengkibol Kluang 86000","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI224","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170269","17-05-2018","Products Installed",
"205","01 13","QMS 01/13/07/028316","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR029","Klinik Kesihatan Jalan Mengkibol","Jalan Mengkibol Kluang 86000","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI225","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170062","17-05-2018","Products Installed",
"206","01 15","QMS 01/15/07/028317","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Scales, Clinical, Pharmacy","Shimadzu Corporation","UW-2200H","Scales, Clinical, Pharmacy","JHR072","Klinik Kesihatan Parit  Ismail","Jln  Pt  Ismail   Benut Pontian","KK","Batch 7","SOUTHERN","PO106692","2016-09-01","JHPSCP055","PBE","JOHOR","PONTIAN","2018-04-02 8:00AM","2018-04-02 8:00AM","D447660892","17-05-2018","Products Installed",
